srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
1981,'2','-98','Centre-left','4','4','4','3','3','3','3','3','3','9.0','8.0','8.0','7.0','7.0','6.0','9.0','9.0','4','4','4','4','4.0','4.0','3.0','4.0','3.0','4.0','3.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','2.0','3.0'
1132,'2','1','Centre-right','4','4','5','4','3','3','3','4','2','7.0','7.0','4.0','2.0','9.0','4.0','1.0','8.0','2','4','2','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','3.0','1.0'
669,'4','13','Other','5','5','3','1','2','1','2','2','1','4.0','4.0','4.0','1.0','7.0','1.0','1.0','4.0','2','1','4','1','4.0','4.0','4.0','4.0','4.0','2.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','2.0','3.0','2','2.0','3.0','1.0'
761,'5','20','Centre-left','1','1','1','1','2','2','1','3','1','4.0','1.0','1.0','1.0','4.0','2.0','1.0','9.0','1','1','1','1','4.0','4.0','2.0','4.0','3.0','3.0','4.0','1.0','2.0','2.0','1.0','4.0','1.0','1.0','4.0','1','1.0','3.0','1.0'
303,'4','1','Green','2','2','2','2','1','2','1','3','2','3.0','7.0','1.0','1.0','8.0','1.0','2.0','9.0','2','4','2','2','3.0','3.0','3.0','4.0','3.0','3.0','2.0','2.0','3.0','3.0','1.0','4.0','3.0','2.0','3.0','8','2.0','2.0','1.0'
1689,'4','16','Green','2','2','1','1','1','1','2','2','1','2.0','2.0','1.0','1.0','3.0','2.0','1.0','2.0','4','2','1','1','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','2.0','3.0','1.0','3.0','4.0','4.0','3.0','3','2.0','2.0','3.0'
326,'5','20','Centre-left','2','2','3','2','2','3','1','2','1','4.0','8.0','2.0','1.0','6.0','2.0','3.0','8.0','1','4','4','2','3.0','-98.0','4.0','4.0','2.0','3.0','4.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','4.0','2','2.0','4.0','1.0'
1164,'4','-98','Centre-right','3','2','3','3','2','2','3','2','2','6.0','5.0','7.0','4.0','5.0','3.0','4.0','7.0','4','4','4','2','2.0','3.0','3.0','3.0','2.0','3.0','2.0','-98.0','3.0','2.0','-98.0','3.0','-98.0','-98.0','2.0','2','2.0','1.0','1.0'
1150,'4','13','No-party','3','2','3','2','1','2','1','3','3','4.0','4.0','1.0','1.0','4.0','2.0','3.0','3.0','2','4','1','4','3.0','2.0','3.0','3.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3','2.0','2.0','1.0'
803,'2','16','Centre-right','4','3','3','4','1','1','3','2','2','6.0','6.0','8.0','3.0','3.0','4.0','2.0','7.0','4','4','4','4','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','4.0','4.0','3.0','3','1.0','3.0','3.0'
2087,'4','16','Centre-left','3','2','1','2','3','3','3','2','2','8.0','6.0','8.0','3.0','8.0','6.0','7.0','8.0','4','5','4','4','2.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','3','1.0','3.0','2.0'
2238,'4','11','Centre-left','1','2','2','1','2','1','1','3','1','2.0','1.0','1.0','1.0','8.0','1.0','1.0','7.0','2','4','4','1','2.0','2.0','2.0','3.0','2.0','3.0','3.0','1.0','1.0','3.0','2.0','3.0','2.0','1.0','3.0','4','2.0','3.0','3.0'
737,'4','11','Centre-left','3','2','2','3','2','3','3','2','3','7.0','7.0','8.0','3.0','6.0','8.0','4.0','9.0','4','4','4','2','2.0','1.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','5','1.0','4.0','2.0'
2230,'2','16','Right-wing','4','3','2','1','1','1','2','1','1','6.0','5.0','1.0','5.0','6.0','5.0','4.0','3.0','4','4','2','1','2.0','1.0','2.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','5','1.0','3.0','3.0'
2106,'2','5','Green','3','3','4','4','3','2','3','3','2','6.0','5.0','4.0','2.0','8.0','3.0','2.0','8.0','2','2','2','2','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','5','2.0','3.0','2.0'
1319,'4','36','-98','3','5','2','3','1','1','1','1','1','4.0','3.0','2.0','2.0','3.0','3.0','3.0','4.0','2','4','4','1','2.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','3.0','2','2.0','3.0','1.0'
343,'2','28','Centre-right','4','4','4','4','1','1','1','1','1','8.0','7.0','10.0','1.0','1.0','5.0','1.0','8.0','4','4','5','1','1.0','1.0','1.0','1.0','1.0','3.0','1.0','1.0','1.0','1.0','1.0','2.0','2.0','2.0','3.0','5','2.0','2.0','2.0'
1495,'2','-99','-99','3','3','3','3','1','2','1','2','1','5.0','5.0','3.0','1.0','3.0','1.0','1.0','5.0','2','2','4','1','2.0','2.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','-98.0','-98.0','-98.0','-98.0','3.0','2','2.0','3.0','3.0'
978,'1','6','Green','3','4','4','2','2','2','3','3','2','6.0','5.0','5.0','1.0','4.0','1.0','1.0','7.0','2','1','1','4','2.0','3.0','3.0','4.0','2.0','2.0','3.0','3.0','3.0','3.0','1.0','3.0','2.0','3.0','3.0','3','2.0','2.0','1.0'
2097,'2','1','Centre-right','5','5','4','5','1','1','1','1','1','6.0','7.0','6.0','1.0','4.0','2.0','3.0','5.0','5','5','4','2','1.0','1.0','1.0','2.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','3.0','2.0','3.0','2','1.0','4.0','3.0'
1347,'2','13','Centre-right','2','2','2','4','1','1','1','2','1','2.0','4.0','2.0','2.0','4.0','4.0','2.0','2.0','4','4','4','1','3.0','2.0','2.0','2.0','1.0','3.0','2.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','3.0','3','1.0','4.0','2.0'
1549,'2','16','Centre-right','4','4','5','5','1','1','2','2','1','5.0','1.0','5.0','1.0','5.0','3.0','5.0','5.0','2','2','2','1','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2','1.0','4.0','3.0'
1055,'2','16','Centre-right','3','4','4','3','4','4','-98','4','1','8.0','8.0','2.0','1.0','7.0','1.0','1.0','8.0','2','5','5','1','3.0','3.0','3.0','3.0','2.0','3.0','3.0','-98.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','2','1.0','3.0','1.0'
1836,'2','37','Centre-left','2','2','4','4','3','2','3','3','3','8.0','7.0','6.0','3.0','7.0','6.0','6.0','8.0','2','4','2','5','3.0','3.0','4.0','4.0','3.0','4.0','3.0','3.0','4.0','3.0','1.0','4.0','3.0','3.0','4.0','1','1.0','2.0','1.0'
1957,'4','16','Centre-right','4','3','3','3','2','2','2','3','2','8.0','8.0','7.0','6.0','8.0','5.0','5.0','8.0','4','4','4','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','3','1.0','3.0','3.0'
1013,'2','1','-99','2','2','2','2','2','1','4','3','2','7.0','6.0','5.0','3.0','6.0','6.0','4.0','8.0','5','5','5','4','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3','2.0','3.0','1.0'
349,'2','13','Other','4','4','4','4','2','2','2','2','2','7.0','7.0','5.0','1.0','5.0','5.0','4.0','7.0','4','4','2','2','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','5','1.0','4.0','2.0'
286,'2','13','Centre-right','5','5','2','5','1','1','1','1','1','9.0','9.0','9.0','2.0','10.0','9.0','2.0','10.0','5','5','5','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1.0','4.0','4.0','3.0','1.0','3.0','3.0','3.0','3','2.0','4.0','3.0'
1805,'2','20','Centre-right','2','2','3','3','1','2','2','2','3','8.0','8.0','3.0','1.0','8.0','2.0','2.0','8.0','4','5','4','4','1.0','3.0','3.0','3.0','2.0','4.0','3.0','1.0','2.0','2.0','1.0','3.0','2.0','2.0','4.0','3','2.0','4.0','1.0'
2151,'2','1','Centre-left','2','5','2','5','1','1','2','1','1','5.0','5.0','1.0','1.0','1.0','1.0','2.0','6.0','2','4','4','2','3.0','3.0','2.0','3.0','3.0','4.0','3.0','1.0','1.0','1.0','2.0','3.0','3.0','2.0','2.0','2','2.0','2.0','2.0'
1709,'2','1','Centre-right','3','3','4','3','3','3','2','4','3','7.0','6.0','7.0','3.0','7.0','7.0','6.0','9.0','2','2','2','2','2.0','2.0','3.0','2.0','1.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2','1.0','2.0','1.0'
1311,'2','29','Centre-right','2','2','4','3','2','2','2','2','2','7.0','7.0','8.0','6.0','8.0','6.0','6.0','9.0','2','4','2','4','2.0','2.0','2.0','3.0','2.0','4.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','2','1.0','3.0','1.0'
1737,'2','2','Centre-right','2','4','4','3','3','3','3','1','2','7.0','8.0','9.0','6.0','7.0','8.0','7.0','8.0','5','5','5','4','2.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','1','1.0','4.0','1.0'
923,'2','1','Centre-left','3','2','3','4','3','2','3','2','2','4.0','6.0','4.0','3.0','6.0','4.0','4.0','6.0','4','2','2','4','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','2.0','1.0','2.0','3.0','3.0','2','1.0','2.0','2.0'
2317,'4','13','Centre-right','4','2','1','2','1','2','2','2','1','2.0','2.0','2.0','1.0','2.0','1.0','3.0','2.0','1','4','4','2','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','2','2.0','3.0','2.0'
368,'2','1','Centre-right','2','2','2','2','2','1','2','3','3','6.0','7.0','5.0','1.0','2.0','1.0','2.0','8.0','4','4','2','4','3.0','2.0','3.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','4.0','4.0','2','1.0','2.0','1.0'
1920,'2','4','-98','3','3','3','3','2','2','2','2','1','5.0','4.0','1.0','1.0','7.0','2.0','1.0','6.0','4','5','4','2','2.0','2.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','2.0','3.0','2.0','2.0','2.0','1','1.0','2.0','3.0'
1157,'2','19','Centre-left','3','4','4','2','3','2','3','3','3','6.0','6.0','7.0','3.0','7.0','3.0','4.0','7.0','5','5','5','4','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
510,'2','4','Centre-right','3','3','4','4','2','2','3','3','1','8.0','8.0','7.0','1.0','7.0','6.0','1.0','9.0','1','2','4','2','2.0','3.0','4.0','3.0','2.0','4.0','3.0','2.0','3.0','3.0','3.0','3.0','4.0','4.0','3.0','3','1.0','2.0','1.0'
2438,'2','16','Centre-left','1','1','1','1','1','1','1','1','1','6.0','5.0','3.0','3.0','5.0','3.0','3.0','8.0','4','4','4','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','-98.0','-98.0','3.0','1.0','3.0','-98.0','2.0','-98.0','2','2.0','1.0','1.0'
353,'4','11','Green','1','2','2','2','1','1','1','3','1','2.0','3.0','2.0','1.0','4.0','1.0','1.0','2.0','1','4','2','4','4.0','4.0','4.0','4.0','4.0','4.0','4.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','2.0','2.0','1.0'
98,'2','13','Centre-right','4','4','3','4','2','1','2','2','2','4.0','4.0','5.0','3.0','4.0','4.0','4.0','4.0','2','2','4','2','2.0','2.0','2.0','2.0','2.0','2.0','1.0','1.0','1.0','1.0','2.0','2.0','2.0','3.0','3.0','2','1.0','4.0','1.0'
488,'2','29','Centre-left','3','3','3','2','2','2','3','3','2','7.0','7.0','5.0','1.0','5.0','3.0','1.0','7.0','4','5','5','4','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','5','1.0','4.0','3.0'
1015,'2','1','Centre-right','3','3','4','4','2','2','2','2','2','7.0','7.0','5.0','4.0','7.0','5.0','5.0','7.0','4','4','4','4','2.0','2.0','2.0','-98.0','2.0','-98.0','2.0','-98.0','2.0','-98.0','2.0','-98.0','-98.0','-98.0','-98.0','5','1.0','4.0','3.0'
1136,'4','19','Centre-left','2','1','2','2','1','1','1','2','1','2.0','2.0','1.0','1.0','5.0','1.0','2.0','3.0','2','2','4','2','3.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','4.0','1','1.0','3.0','1.0'
944,'4','1','Centre-right','4','2','4','3','2','1','3','4','3','4.0','4.0','5.0','1.0','7.0','2.0','2.0','3.0','-98','4','4','2','2.0','2.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','4.0','1','2.0','3.0','1.0'
1636,'4','16','Other','2','1','2','2','2','1','2','3','1','7.0','8.0','5.0','2.0','8.0','5.0','2.0','8.0','1','2','4','1','2.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','4.0','3','2.0','4.0','1.0'
1377,'2','1','Centre-left','3','3','3','3','3','3','3','3','3','5.0','6.0','5.0','4.0','5.0','4.0','7.0','5.0','2','2','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','1','2.0','2.0','2.0'
2211,'4','4','Centre-right','1','1','2','3','1','1','2','4','1','6.0','4.0','7.0','1.0','10.0','4.0','1.0','9.0','5','4','4','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','2','1.0','3.0','1.0'
82,'2','1','Green','3','2','2','3','2','2','3','3','2','3.0','3.0','2.0','2.0','4.0','3.0','4.0','1.0','2','2','4','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','1','2.0','2.0','1.0'
515,'2','4','Centre-left','4','3','3','3','1','2','3','2','1','6.0','7.0','7.0','5.0','6.0','6.0','6.0','8.0','2','4','4','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','2.0','3.0','3','2.0','2.0','1.0'
587,'4','16','-98','4','4','4','2','2','3','1','3','1','5.0','6.0','4.0','9.0','8.0','8.0','2.0','10.0','2','2','4','4','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','4.0','3.0','3.0','4.0','4.0','1','2.0','2.0','1.0'
640,'2','1','Centre-right','2','3','3','4','1','1','3','3','1','7.0','7.0','5.0','4.0','6.0','5.0','5.0','7.0','2','5','5','2','2.0','2.0','2.0','3.0','1.0','3.0','2.0','3.0','2.0','3.0','3.0','4.0','3.0','3.0','4.0','1','2.0','2.0','1.0'
1259,'4','11','Centre-left','2','2','2','5','1','1','1','1','1','1.0','3.0','2.0','1.0','4.0','1.0','1.0','5.0','1','2','4','2','4.0','3.0','3.0','3.0','1.0','3.0','3.0','2.0','1.0','3.0','2.0','3.0','3.0','2.0','4.0','2','2.0','2.0','3.0'
1229,'2','4','Centre-right','4','2','5','5','3','3','4','4','4','10.0','8.0','9.0','1.0','10.0','6.0','5.0','10.0','1','2','2','2','3.0','3.0','4.0','3.0','3.0','4.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','3','1.0','2.0','1.0'
1948,'2','13','Centre-right','3','3','2','2','3','3','3','3','2','8.0','8.0','5.0','1.0','10.0','5.0','2.0','10.0','4','5','5','1','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','4','2.0','3.0','1.0'
876,'4','13','Centre-right','2','2','2','1','1','1','1','1','1','5.0','4.0','3.0','1.0','5.0','2.0','3.0','7.0','1','1','4','1','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','3.0','2.0'
298,'2','-98','-98','4','3','3','3','2','2','2','2','2','6.0','5.0','5.0','4.0','5.0','4.0','5.0','6.0','4','4','4','4','1.0','1.0','1.0','1.0','1.0','3.0','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','1','2.0','1.0','1.0'
784,'4','11','Green','4','4','4','4','4','3','2','3','3','7.0','7.0','6.0','3.0','6.0','6.0','6.0','9.0','2','2','4','2','3.0','3.0','3.0','4.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','2.0','3.0','8','1.0','2.0','1.0'
620,'4','16','Centre-right','3','2','2','2','2','3','2','2','2','4.0','5.0','4.0','2.0','5.0','2.0','3.0','5.0','2','4','2','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','4.0','4.0','3.0','3.0','4.0','4.0','2.0','1','2.0','2.0','3.0'
673,'4','1','Other','1','4','1','5','1','2','2','2','1','6.0','5.0','7.0','1.0','5.0','1.0','4.0','6.0','2','4','5','4','2.0','1.0','2.0','2.0','2.0','3.0','1.0','1.0','1.0','1.0','2.0','3.0','4.0','4.0','4.0','4','1.0','4.0','3.0'
1980,'2','30','Centre-right','4','3','4','4','2','1','1','2','2','6.0','5.0','4.0','3.0','5.0','4.0','4.0','5.0','4','4','4','1','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','5','1.0','3.0','1.0'
2537,'4','5','Centre-left','4','2','3','3','1','1','2','3','2','5.0','5.0','5.0','3.0','5.0','5.0','5.0','5.0','2','2','2','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','1.0','1.0','3.0','1.0','3.0','3.0','2.0','4.0','1','2.0','2.0','1.0'
2005,'5','16','Green','3','3','1','2','2','2','2','4','1','1.0','5.0','3.0','3.0','6.0','3.0','5.0','3.0','4','2','4','2','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2.0','3.0','2.0','2.0','3.0','2.0','1.0','3.0','3','2.0','2.0','1.0'
127,'2','15','Centre-right','4','4','5','4','3','3','4','3','3','8.0','8.0','7.0','1.0','7.0','2.0','2.0','9.0','4','5','5','2','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2.0','3.0','2.0','3.0','3.0','4.0','4.0','2.0','5','1.0','2.0','1.0'
2162,'2','1','Centre-right','3','3','3','3','1','2','1','2','2','7.0','6.0','6.0','3.0','9.0','4.0','3.0','9.0','4','2','2','4','3.0','3.0','3.0','3.0','3.0','2.0','1.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','2','1.0','2.0','2.0'
1715,'4','13','Centre-left','4','3','2','2','2','2','3','2','2','7.0','6.0','9.0','2.0','6.0','2.0','2.0','8.0','1','2','2','2','2.0','2.0','2.0','2.0','1.0','1.0','1.0','1.0','1.0','1.0','2.0','3.0','2.0','2.0','2.0','3','1.0','2.0','3.0'
1415,'4','13','Centre-left','5','3','3','5','1','1','2','1','3','5.0','4.0','7.0','1.0','6.0','1.0','5.0','1.0','4','1','2','4','3.0','4.0','1.0','3.0','1.0','4.0','4.0','4.0','4.0','4.0','1.0','4.0','1.0','4.0','4.0','2','1.0','1.0','3.0'
471,'2','1','Centre-left','3','3','3','3','1','1','2','2','2','6.0','7.0','5.0','1.0','5.0','6.0','4.0','7.0','4','4','2','1','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','4','1.0','3.0','2.0'
1401,'2','1','Other','5','4','4','4','1','1','1','1','1','8.0','7.0','4.0','1.0','5.0','5.0','7.0','7.0','2','4','2','5','2.0','2.0','-98.0','4.0','4.0','-98.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','4.0','4.0','4','2.0','4.0','3.0'
2126,'1','1','Independent','4','4','4','5','1','1','2','1','1','9.0','9.0','2.0','1.0','8.0','2.0','1.0','9.0','2','2','4','1','-98.0','-98.0','-98.0','3.0','-98.0','-98.0','-98.0','-98.0','-98.0','2.0','2.0','-98.0','-98.0','2.0','-98.0','4','2.0','3.0','2.0'
91,'4','4','Centre-right','2','5','2','2','1','2','3','3','2','9.0','7.0','9.0','1.0','7.0','7.0','3.0','8.0','2','4','4','2','3.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','4','2.0','1.0','1.0'
53,'2','1','Centre-left','3','3','3','2','4','3','4','4','4','5.0','5.0','8.0','1.0','6.0','1.0','3.0','9.0','4','5','2','2','1.0','1.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','1','2.0','1.0','2.0'
177,'4','1','Centre-left','2','3','4','2','2','2','2','4','2','8.0','7.0','6.0','2.0','7.0','2.0','5.0','8.0','5','4','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1.0','3.0','2.0','1.0','3.0','1.0','3.0','3.0','3','1.0','2.0','1.0'
2022,'2','-98','Centre-right','2','2','3','2','2','1','2','3','2','7.0','5.0','5.0','2.0','5.0','2.0','2.0','6.0','4','5','4','4','1.0','2.0','2.0','2.0','1.0','3.0','3.0','3.0','3.0','2.0','-98.0','2.0','3.0','3.0','3.0','2','2.0','2.0','1.0'
506,'2','37','Green','3','3','3','3','3','3','4','4','3','7.0','7.0','4.0','1.0','5.0','1.0','1.0','8.0','4','5','4','4','2.0','2.0','2.0','3.0','2.0','3.0','2.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','2.0','2.0','3.0'
81,'2','1','Centre-right','5','5','5','4','4','3','3','4','3','8.0','8.0','9.0','6.0','8.0','7.0','5.0','8.0','4','4','4','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3','1.0','2.0','1.0'
2385,'4','1','Centre-left','4','4','4','3','4','2','3','3','3','7.0','7.0','7.0','5.0','8.0','5.0','8.0','9.0','4','2','4','5','3.0','3.0','3.0','4.0','3.0','3.0','3.0','2.0','3.0','1.0','2.0','2.0','2.0','3.0','3.0','3','1.0','2.0','1.0'
1818,'2','-98','Green','3','3','3','3','4','4','-98','4','4','5.0','5.0','5.0','5.0','5.0','5.0','5.0','5.0','4','4','4','4','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','2.0','3.0'
855,'2','29','Centre-right','5','5','5','4','2','1','3','2','2','8.0','7.0','6.0','2.0','5.0','5.0','4.0','8.0','2','4','4','1','1.0','2.0','3.0','2.0','1.0','1.0','2.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','3.0','3','1.0','3.0','1.0'
1370,'4','13','Right-wing','4','3','3','4','2','1','2','1','2','5.0','5.0','5.0','3.0','7.0','5.0','2.0','7.0','3','4','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','2.0','3.0','3.0','4.0','4.0','1','2.0','3.0','1.0'
1625,'5','13','Right-wing','2','2','2','2','2','3','3','2','2','4.0','5.0','4.0','1.0','3.0','4.0','5.0','4.0','2','4','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3','1.0','2.0','1.0'
564,'2','11','Centre-right','2','2','4','2','1','1','1','2','2','6.0','7.0','8.0','4.0','7.0','6.0','6.0','8.0','4','4','4','2','2.0','1.0','2.0','2.0','1.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','1','1.0','4.0','1.0'
968,'2','36','Centre-left','2','4','4','3','1','1','1','2','1','8.0','8.0','9.0','1.0','8.0','1.0','2.0','9.0','2','4','4','2','1.0','1.0','1.0','2.0','1.0','3.0','2.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','3.0','3','1.0','3.0','3.0'
2528,'2','6','-98','5','3','4','3','2','3','2','1','1','4.0','3.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','5','3.0','3.0','2.0','3.0','3.0','4.0','2.0','2.0','2.0','3.0','4.0','3.0','2.0','2.0','2.0','8','2.0','2.0','1.0'
943,'2','36','Centre-right','2','2','2','2','2','2','2','2','2','4.0','3.0','9.0','1.0','8.0','5.0','4.0','7.0','2','4','2','1','2.0','3.0','3.0','3.0','1.0','3.0','1.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','3.0','3','1.0','1.0','1.0'
1722,'2','1','Centre-left','4','4','4','3','2','2','2','3','3','7.0','6.0','5.0','3.0','7.0','1.0','4.0','7.0','2','4','4','2','2.0','2.0','2.0','3.0','1.0','1.0','1.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','1','1.0','1.0','3.0'
241,'2','11','Green','3','2','2','2','1','1','2','3','1','6.0','5.0','5.0','2.0','6.0','4.0','5.0','7.0','1','1','1','1','3.0','3.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','4.0','1.0','4.0','3.0','4.0','4.0','2','1.0','2.0','1.0'
531,'2','1','Centre-right','1','2','1','2','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','1','2.0','2.0','3.0','2.0','3.0','3.0','1.0','3.0','1.0','3.0','4.0','1.0','4.0','4.0','3.0','2','2.0','2.0','1.0'
1939,'4','13','Right-wing','3','3','3','3','1','2','2','3','2','5.0','3.0','5.0','3.0','4.0','4.0','2.0','4.0','2','2','2','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','3.0','2','1.0','3.0','2.0'
1717,'2','19','Centre-right','3','2','3','3','3','2','3','2','2','5.0','5.0','7.0','3.0','5.0','3.0','5.0','7.0','4','5','5','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','4.0','3.0','3.0','3.0','4.0','4.0','3.0','1','1.0','4.0','1.0'
706,'4','11','Green','1','2','2','2','2','2','2','2','1','7.0','7.0','8.0','3.0','7.0','3.0','6.0','6.0','4','5','4','2','4.0','4.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','3.0','1.0','4.0','3.0','3.0','3.0','3','1.0','1.0','1.0'
2359,'2','17','Centre-left','2','4','2','2','1','1','1','1','1','4.0','3.0','4.0','3.0','4.0','1.0','3.0','3.0','2','4','2','2','3.0','2.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','2','2.0','2.0','2.0'
1513,'2','11','Green','2','2','4','3','3','2','2','4','3','7.0','7.0','7.0','3.0','6.0','5.0','3.0','8.0','2','2','2','4','3.0','4.0','3.0','4.0','3.0','3.0','3.0','2.0','3.0','2.0','1.0','3.0','2.0','2.0','3.0','3','1.0','1.0','1.0'
