srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q12,Q14,Q15,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
2209,'2','13','Centre-right','3','2','4','3','3','2','3','3','2','8.0','7.0','3.0','2.0','5.0','7.0','3.0','8.0','4','5','5','1','2.0','1.0','3.0','2.0','1','1.0','4.0','2.0'
890,'1','16','-98','1','5','2','1','2','2','2','2','2','3.0','1.0','2.0','5.0','2.0','4.0','5.0','4.0','1','2','2','1','3.0','4.0','3.0','3.0','3','2.0','4.0','2.0'
580,'2','11','Centre-left','3','2','2','2','1','1','1','1','1','8.0','6.0','2.0','1.0','8.0','3.0','1.0','8.0','4','4','4','2','2.0','2.0','2.0','3.0','1','2.0','3.0','1.0'
454,'4','36','Centre-right','4','2','3','3','2','1','1','2','2','8.0','6.0','5.0','2.0','7.0','4.0','4.0','7.0','2','2','1','2','2.0','3.0','1.0','3.0','1','2.0','4.0','3.0'
969,'1','13','Centre-right','4','4','4','4','1','1','1','1','1','8.0','7.0','8.0','2.0','5.0','4.0','4.0','8.0','4','4','4','1','2.0','3.0','2.0','3.0','1','2.0','4.0','1.0'
1074,'5','13','Centre-right','4','4','3','2','1','1','1','1','1','5.0','7.0','7.0','1.0','9.0','4.0','10.0','8.0','2','1','2','5','3.0','2.0','4.0','3.0','1','2.0','3.0','2.0'
1048,'1','20','Centre-left','4','2','4','3','1','1','2','4','1','10.0','8.0','3.0','1.0','5.0','1.0','1.0','10.0','3','4','2','2','2.0','3.0','2.0','3.0','1','1.0','4.0','3.0'
679,'2','-98','Centre-right','4','3','4','4','3','4','3','3','3','8.0','8.0','8.0','8.0','8.0','8.0','8.0','8.0','2','4','4','4','2.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
1204,'4','29','Centre-right','3','4','4','2','2','2','4','2','2','8.0','8.0','1.0','1.0','6.0','1.0','1.0','8.0','2','2','4','4','2.0','2.0','4.0','2.0','1','1.0','2.0','1.0'
1105,'2','13','No-party','4','5','3','4','2','1','2','2','1','5.0','2.0','2.0','1.0','5.0','2.0','1.0','2.0','4','4','4','2','1.0','2.0','3.0','3.0','1','2.0','3.0','2.0'
1172,'2','16','Centre-right','2','1','1','2','1','1','1','1','1','5.0','5.0','6.0','2.0','4.0','4.0','2.0','5.0','4','4','4','2','2.0','1.0','2.0','2.0','1','2.0','4.0','1.0'
813,'2','34','Centre-right','4','4','3','3','3','2','3','3','2','7.0','7.0','4.0','2.0','8.0','4.0','1.0','7.0','2','4','4','2','2.0','2.0','3.0','2.0','1','2.0','4.0','1.0'
2560,'2','34','Centre-right','3','3','4','2','2','3','3','2','2','6.0','5.0','6.0','2.0','5.0','4.0','5.0','8.0','4','4','4','2','2.0','2.0','2.0','3.0','1','1.0','4.0','2.0'
287,'2','35','Centre-left','4','3','2','2','2','2','2','3','2','7.0','6.0','4.0','5.0','8.0','7.0','7.0','8.0','2','4','4','2','2.0','1.0','3.0','1.0','1','1.0','4.0','3.0'
233,'4','16','Green','3','1','2','2','1','1','1','3','1','6.0','7.0','1.0','1.0','8.0','4.0','1.0','10.0','1','1','4','1','2.0','1.0','4.0','2.0','1','2.0','3.0','1.0'
1900,'5','1','Centre-left','1','2','2','2','2','1','1','2','1','5.0','5.0','2.0','1.0','5.0','3.0','3.0','5.0','4','4','4','2','3.0','1.0','4.0','2.0','1','1.0','3.0','2.0'
549,'2','29','Centre-right','2','2','4','4','2','2','3','3','3','7.0','7.0','7.0','4.0','2.0','5.0','5.0','10.0','2','4','2','4','2.0','4.0','1.0','2.0','1','1.0','3.0','1.0'
1728,'2','11','Centre-left','2','1','3','2','1','1','1','2','1','3.0','3.0','1.0','1.0','5.0','1.0','5.0','10.0','5','5','5','5','2.0','1.0','3.0','3.0','1','1.0','3.0','3.0'
1725,'4','5','Independent','5','3','2','2','2','2','1','2','2','8.0','6.0','4.0','1.0','8.0','1.0','1.0','9.0','2','4','4','2','1.0','2.0','2.0','3.0','1','2.0','4.0','1.0'
1810,'2','34','Centre-right','3','3','3','3','1','1','2','1','1','3.0','3.0','1.0','1.0','1.0','1.0','1.0','3.0','2','5','4','1','3.0','3.0','4.0','2.0','1','2.0','4.0','3.0'
398,'2','96','Centre-right','2','2','3','2','2','3','3','1','2','7.0','6.0','7.0','2.0','2.0','6.0','6.0','8.0','4','4','4','2','2.0','3.0','3.0','3.0','1','1.0','4.0','1.0'
2011,'2','29','Centre-right','3','2','3','3','2','2','2','2','2','9.0','8.0','7.0','4.0','9.0','4.0','6.0','9.0','5','4','5','1','2.0','2.0','4.0','3.0','1','2.0','4.0','1.0'
1809,'1','16','No-party','3','2','3','3','3','2','3','3','2','8.0','7.0','5.0','1.0','8.0','6.0','6.0','8.0','2','4','2','4','2.0','3.0','4.0','2.0','1','1.0','4.0','1.0'
257,'2','11','Centre-right','4','4','2','2','2','1','2','3','2','7.0','6.0','5.0','1.0','7.0','4.0','2.0','7.0','5','4','4','2','2.0','1.0','2.0','1.0','1','1.0','4.0','1.0'
789,'4','11','Green','5','1','2','5','1','1','2','2','1','3.0','1.0','2.0','2.0','8.0','2.0','4.0','2.0','4','2','5','1','1.0','2.0','4.0','2.0','1','2.0','3.0','1.0'
1457,'5','11','Centre-left','2','2','2','2','2','1','1','2','1','3.0','2.0','1.0','1.0','4.0','2.0','1.0','6.0','4','4','4','1','1.0','2.0','3.0','3.0','1','1.0','4.0','2.0'
1837,'4','11','Centre-left','1','1','2','2','1','1','1','3','1','5.0','6.0','3.0','1.0','8.0','2.0','1.0','8.0','4','4','5','4','1.0','3.0','3.0','2.0','1','2.0','2.0','1.0'
1001,'1','16','Centre-right','5','5','5','5','1','1','2','1','1','5.0','8.0','8.0','1.0','5.0','6.0','5.0','5.0','2','5','2','1','3.0','3.0','2.0','1.0','1','1.0','4.0','3.0'
1294,'4','1','Centre-right','2','2','2','2','2','1','2','3','3','5.0','4.0','3.0','1.0','3.0','3.0','1.0','5.0','4','4','4','2','3.0','2.0','3.0','2.0','1','1.0','3.0','2.0'
2439,'2','1','Centre-left','2','1','2','2','1','3','1','2','1','4.0','4.0','2.0','2.0','7.0','1.0','3.0','10.0','2','2','2','1','3.0','3.0','1.0','1.0','1','2.0','3.0','2.0'
1891,'4','11','Centre-left','4','3','3','3','3','3','2','4','4','8.0','6.0','7.0','2.0','6.0','3.0','2.0','10.0','4','4','4','2','2.0','2.0','3.0','2.0','1','2.0','2.0','1.0'
1323,'4','16','Centre-right','4','2','3','2','1','2','3','3','1','8.0','8.0','8.0','2.0','6.0','3.0','3.0','5.0','2','4','4','4','2.0','2.0','2.0','1.0','1','1.0','4.0','2.0'
608,'2','18','Centre-left','4','4','4','3','1','1','3','1','1','5.0','2.0','2.0','1.0','1.0','1.0','1.0','4.0','5','5','5','2','3.0','1.0','2.0','1.0','1','1.0','4.0','3.0'
1886,'4','-99','Centre-left','3','2','5','2','1','1','1','2','2','1.0','1.0','1.0','1.0','2.0','1.0','1.0','2.0','4','4','4','1','1.0','1.0','2.0','1.0','1','1.0','3.0','3.0'
1850,'4','36','Centre-right','2','2','3','3','1','1','1','1','1','4.0','4.0','4.0','2.0','4.0','2.0','2.0','6.0','4','4','4','2','2.0','3.0','2.0','3.0','1','2.0','4.0','3.0'
1501,'4','6','Green','4','4','3','3','3','2','1','1','1','9.0','9.0','9.0','3.0','7.0','6.0','2.0','9.0','4','4','4','4','2.0','2.0','3.0','2.0','1','2.0','4.0','1.0'
159,'2','1','Centre-right','3','3','2','2','1','1','2','1','1','4.0','4.0','8.0','1.0','6.0','6.0','1.0','7.0','2','4','2','1','2.0','2.0','3.0','3.0','1','1.0','2.0','2.0'
636,'2','20','Green','4','2','3','2','4','3','2','3','1','7.0','5.0','4.0','2.0','8.0','2.0','4.0','10.0','2','4','4','4','2.0','3.0','3.0','2.0','1','1.0','4.0','1.0'
1475,'4','1','-98','1','1','1','1','1','1','1','1','1','1.0','1.0','6.0','2.0','4.0','4.0','4.0','1.0','5','5','5','5','1.0','3.0','2.0','1.0','1','2.0','3.0','3.0'
602,'2','11','Centre-right','4','2','3','4','1','1','2','2','2','7.0','8.0','3.0','2.0','8.0','4.0','3.0','8.0','2','2','4','2','2.0','3.0','2.0','3.0','1','1.0','3.0','2.0'
1125,'1','96','Centre-left','1','3','2','3','1','2','2','1','1','1.0','1.0','1.0','1.0','1.0','1.0','3.0','1.0','5','4','4','5','2.0','3.0','3.0','3.0','1','1.0','3.0','3.0'
35,'4','11','Green','2','1','2','2','2','2','2','3','1','4.0','4.0','4.0','4.0','6.0','5.0','4.0','4.0','4','4','4','5','3.0','4.0','3.0','1.0','1','2.0','1.0','1.0'
987,'2','16','Centre-right','3','5','3','4','2','2','2','2','2','5.0','5.0','5.0','1.0','5.0','4.0','3.0','5.0','4','4','4','2','2.0','3.0','2.0','3.0','1','2.0','4.0','2.0'
1924,'5','16','Independent','5','4','2','2','2','1','2','2','1','2.0','2.0','3.0','1.0','7.0','5.0','7.0','6.0','4','4','4','5','2.0','2.0','3.0','1.0','1','2.0','4.0','3.0'
336,'2','16','Centre-right','5','5','2','3','1','1','2','2','2','6.0','7.0','4.0','1.0','1.0','1.0','2.0','8.0','2','4','4','4','3.0','2.0','2.0','1.0','1','1.0','2.0','2.0'
1053,'4','13','Centre-right','5','5','3','2','2','1','1','2','1','7.0','6.0','6.0','3.0','7.0','6.0','4.0','6.0','4','2','4','1','3.0','2.0','4.0','1.0','1','2.0','4.0','2.0'
700,'2','1','Centre-right','4','2','2','3','3','3','3','2','3','7.0','5.0','1.0','2.0','3.0','1.0','3.0','8.0','2','4','2','2','2.0','3.0','3.0','3.0','1','2.0','3.0','2.0'
569,'2','19','Centre-right','4','2','4','3','2','2','2','2','2','7.0','6.0','6.0','6.0','2.0','5.0','6.0','7.0','4','2','4','4','2.0','2.0','2.0','3.0','1','1.0','4.0','1.0'
665,'2','7','Independent','2','1','1','1','1','1','1','1','1','2.0','2.0','5.0','1.0','5.0','2.0','2.0','7.0','1','2','2','1','1.0','2.0','3.0','3.0','1','1.0','3.0','3.0'
1775,'4','36','Centre-right','3','3','2','3','2','2','2','2','2','5.0','5.0','3.0','3.0','3.0','3.0','5.0','5.0','2','2','4','4','2.0','3.0','2.0','3.0','1','2.0','3.0','3.0'
1794,'4','4','Centre-left','3','4','2','2','3','2','2','2','2','5.0','2.0','2.0','2.0','3.0','3.0','6.0','8.0','2','5','2','2','2.0','1.0','4.0','2.0','1','2.0','3.0','1.0'
1088,'4','16','Centre-left','4','-98','3','-98','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4','5','5','1','2.0','2.0','3.0','-98.0','1','2.0','4.0','3.0'
474,'4','13','Right-wing','2','1','2','1','2','2','1','1','2','3.0','1.0','5.0','1.0','1.0','1.0','1.0','5.0','2','5','5','2','3.0','2.0','2.0','3.0','2','1.0','4.0','3.0'
30,'2','30','Green','2','2','1','2','2','2','2','2','1','3.0','3.0','1.0','2.0','6.0','5.0','2.0','6.0','4','4','4','1','1.0','3.0','3.0','1.0','2','2.0','3.0','1.0'
148,'4','11','Centre-left','1','1','1','1','1','1','1','2','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','4','5','1','1.0','4.0','1.0','3.0','2','2.0','4.0','1.0'
1511,'2','1','Centre-left','5','5','4','4','1','1','2','1','2','9.0','8.0','5.0','5.0','8.0','7.0','8.0','8.0','2','2','5','1','2.0','3.0','2.0','3.0','2','1.0','4.0','2.0'
207,'4','13','-98','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','3.0','1.0','2.0','3.0','1','2','1','1','2.0','1.0','2.0','1.0','2','1.0','2.0','1.0'
1066,'1','1','Independent','3','5','3','4','1','1','1','1','1','5.0','5.0','4.0','1.0','1.0','2.0','1.0','10.0','5','5','5','1','2.0','3.0','3.0','3.0','2','2.0','3.0','2.0'
1518,'2','13','Centre-right','3','4','4','4','2','2','2','2','2','5.0','6.0','6.0','6.0','6.0','6.0','5.0','6.0','4','4','4','5','2.0','3.0','2.0','3.0','2','2.0','4.0','3.0'
1828,'4','16','-99','3','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','5.0','1.0','6.0','1.0','5','5','5','1','1.0','1.0','4.0','3.0','2','2.0','2.0','1.0'
405,'2','11','Centre-left','2','2','3','2','2','2','4','4','3','6.0','7.0','5.0','6.0','9.0','4.0','7.0','8.0','4','4','4','2','3.0','2.0','3.0','2.0','2','1.0','1.0','3.0'
216,'2','1','Centre-left','4','5','4','3','4','4','4','4','4','10.0','10.0','10.0','3.0','10.0','3.0','3.0','10.0','1','2','2','1','2.0','3.0','2.0','3.0','2','2.0','3.0','2.0'
288,'4','12','Centre-left','2','1','2','2','1','2','2','1','2','5.0','5.0','8.0','6.0','6.0','8.0','4.0','5.0','4','4','4','4','2.0','1.0','3.0','1.0','2','2.0','3.0','3.0'
1815,'2','96','Centre-left','5','5','2','2','3','3','3','2','2','5.0','5.0','5.0','3.0','6.0','4.0','4.0','6.0','2','4','4','4','2.0','2.0','3.0','3.0','2','1.0','4.0','1.0'
884,'2','13','-98','2','2','2','3','1','1','1','1','1','6.0','2.0','2.0','2.0','6.0','2.0','2.0','6.0','4','4','4','1','3.0','2.0','3.0','1.0','2','2.0','3.0','2.0'
2436,'1','-98','Centre-left','3','3','2','3','1','1','1','1','3','1.0','1.0','6.0','5.0','5.0','5.0','4.0','5.0','2','4','4','4','1.0','2.0','1.0','1.0','2','2.0','2.0','3.0'
59,'5','11','Centre-left','2','2','2','2','3','2','2','3','1','7.0','7.0','2.0','2.0','5.0','5.0','7.0','7.0','4','5','4','2','2.0','3.0','2.0','3.0','2','2.0','4.0','1.0'
1047,'2','13','Centre-right','5','5','2','1','1','1','1','1','1','2.0','3.0','2.0','1.0','3.0','1.0','1.0','1.0','4','5','5','-99','2.0','4.0','3.0','1.0','2','2.0','4.0','3.0'
1780,'4','19','-98','1','1','1','2','1','1','1','1','1','1.0','1.0','5.0','1.0','3.0','1.0','1.0','5.0','2','2','2','1','1.0','2.0','4.0','2.0','2','2.0','2.0','3.0'
1264,'4','13','Centre-left','1','1','2','2','1','1','1','1','1','2.0','2.0','1.0','1.0','1.0','1.0','1.0','2.0','4','5','4','1','1.0','2.0','4.0','1.0','2','2.0','3.0','2.0'
1547,'2','20','Centre-left','3','3','3','4','2','3','2','2','2','7.0','8.0','10.0','5.0','6.0','7.0','4.0','8.0','2','2','2','4','2.0','3.0','2.0','1.0','2','1.0','4.0','1.0'
1829,'4','20','Centre-left','3','2','2','2','2','1','2','2','1','2.0','2.0','1.0','1.0','2.0','1.0','1.0','3.0','2','4','4','1','1.0','3.0','4.0','2.0','2','2.0','4.0','1.0'
1509,'5','20','Centre-right','3','4','4','3','3','1','3','3','3','8.0','8.0','8.0','5.0','8.0','8.0','3.0','8.0','5','5','4','4','2.0','1.0','1.0','1.0','2','1.0','4.0','1.0'
502,'4','20','Centre-right','5','5','4','4','2','1','2','3','2','8.0','9.0','5.0','5.0','8.0','4.0','1.0','8.0','5','5','5','5','2.0','4.0','2.0','3.0','1','2.0','4.0','2.0'
1307,'2','13','Centre-right','4','2','2','2','1','1','2','1','1','5.0','4.0','5.0','4.0','5.0','4.0','5.0','5.0','1','1','1','2','3.0','2.0','2.0','3.0','2','2.0','2.0','2.0'
1328,'4','16','Centre-right','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','5','4','1','2.0','-98.0','2.0','2.0','2','1.0','4.0','1.0'
505,'2','26','Centre-right','4','3','3','4','1','1','4','3','3','10.0','6.0','4.0','1.0','5.0','4.0','1.0','10.0','2','2','4','1','2.0','2.0','2.0','3.0','2','2.0','4.0','3.0'
2337,'2','4','Centre-left','1','1','1','1','1','1','1','2','1','6.0','7.0','1.0','3.0','4.0','1.0','7.0','4.0','2','1','2','1','3.0','3.0','3.0','2.0','2','1.0','1.0','1.0'
1585,'2','16','Centre-right','5','4','4','2','2','2','1','3','2','5.0','2.0','1.0','1.0','5.0','3.0','5.0','6.0','2','2','2','1','2.0','3.0','2.0','3.0','6','2.0','4.0','3.0'
5,'2','1','Centre-right','4','4','4','4','2','2','2','2','2','5.0','5.0','5.0','1.0','5.0','2.0','1.0','1.0','4','4','4','5','2.0','3.0','2.0','3.0','6','2.0','4.0','2.0'
191,'4','16','Green','1','1','1','1','2','3','2','3','2','2.0','3.0','2.0','2.0','6.0','2.0','6.0','6.0','4','5','4','2','3.0','1.0','3.0','1.0','6','1.0','1.0','3.0'
1692,'2','1','Centre-left','3','2','3','2','2','2','2','2','2','6.0','4.0','4.0','2.0','7.0','3.0','4.0','4.0','4','4','4','2','1.0','2.0','2.0','2.0','6','2.0','2.0','1.0'
23,'4','16','-98','2','2','2','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4','2','5','1','1.0','4.0','4.0','1.0','2','2.0','3.0','3.0'
752,'1','-98','Centre-right','3','3','4','4','2','1','3','1','1','8.0','7.0','5.0','1.0','5.0','1.0','1.0','5.0','4','5','4','1','2.0','2.0','3.0','3.0','2','2.0','3.0','3.0'
1816,'5','29','Right-wing','4','1','2','3','1','2','1','1','1','9.0','9.0','8.0','1.0','9.0','5.0','1.0','9.0','2','4','4','4','3.0','1.0','3.0','-98.0','2','1.0','3.0','1.0'
1011,'2','11','Centre-left','5','2','3','5','2','2','1','2','1','5.0','5.0','3.0','4.0','5.0','3.0','4.0','7.0','2','4','2','4','2.0','3.0','2.0','3.0','2','2.0','4.0','2.0'
1188,'4','20','Green','4','4','2','4','2','2','2','3','2','6.0','7.0','2.0','2.0','6.0','2.0','2.0','9.0','2','2','2','2','1.0','2.0','2.0','3.0','2','2.0','3.0','1.0'
1005,'4','11','Centre-left','2','2','3','2','2','2','2','2','2','7.0','7.0','5.0','1.0','8.0','5.0','5.0','9.0','4','4','4','1','2.0','3.0','3.0','3.0','2','2.0','4.0','2.0'
1301,'4','1','Other','2','2','3','1','2','3','3','3','2','6.0','5.0','7.0','5.0','8.0','8.0','3.0','9.0','2','4','2','2','2.0','2.0','3.0','3.0','2','1.0','2.0','1.0'
1881,'2','16','Centre-left','3','3','4','3','3','3','4','3','3','8.0','8.0','6.0','3.0','7.0','6.0','3.0','9.0','1','2','2','2','2.0','2.0','2.0','2.0','2','1.0','3.0','1.0'
666,'2','11','Centre-right','2','2','3','3','3','3','3','3','3','5.0','4.0','2.0','1.0','3.0','2.0','1.0','5.0','2','4','2','2','2.0','2.0','3.0','2.0','2','2.0','4.0','1.0'
15,'4','20','Other','-98','1','1','1','1','2','1','2','1','1.0','1.0','1.0','1.0','2.0','1.0','1.0','1.0','4','4','4','5','2.0','1.0','4.0','-98.0','2','2.0','4.0','3.0'
501,'4','27','Centre-left','5','3','3','3','3','3','1','4','4','5.0','5.0','1.0','5.0','5.0','1.0','5.0','1.0','2','5','1','2','2.0','4.0','1.0','3.0','2','2.0','3.0','1.0'
592,'2','1','Centre-right','3','3','3','3','2','2','2','2','2','7.0','5.0','5.0','3.0','6.0','5.0','4.0','4.0','2','2','2','2','3.0','2.0','3.0','3.0','2','2.0','4.0','1.0'
2386,'2','-99','-98','2','2','4','2','2','2','3','3','1','7.0','7.0','6.0','5.0','7.0','5.0','5.0','8.0','2','4','4','4','2.0','4.0','2.0','3.0','2','2.0','4.0','1.0'
1494,'4','16','-98','1','1','1','1','1','1','2','1','1','1.0','1.0','1.0','1.0','6.0','1.0','4.0','5.0','2','2','2','1','1.0','2.0','2.0','2.0','2','2.0','3.0','3.0'
27,'2','17','-98','4','2','3','3','3','2','1','2','2','8.0','8.0','6.0','2.0','8.0','6.0','5.0','8.0','4','4','4','4','2.0','2.0','3.0','-98.0','2','1.0','4.0','2.0'
904,'4','16','Centre-right','4','4','4','4','1','1','2','2','1','9.0','4.0','5.0','5.0','3.0','4.0','3.0','9.0','2','4','2','4','2.0','3.0','2.0','3.0','2','1.0','4.0','3.0'
1734,'4','36','-99','4','4','1','1','4','1','4','4','2','6.0','3.0','5.0','1.0','6.0','3.0','1.0','7.0','2','2','2','5','2.0','2.0','2.0','3.0','2','1.0','4.0','3.0'
388,'4','13','Centre-left','3','3','3','3','1','1','1','1','1','5.0','5.0','5.0','1.0','5.0','1.0','1.0','5.0','4','4','4','2','3.0','1.0','4.0','1.0','2','2.0','4.0','3.0'
937,'4','1','Centre-left','2','3','3','3','2','2','2','2','2','5.0','5.0','3.0','2.0','6.0','3.0','2.0','5.0','4','4','4','2','2.0','3.0','3.0','2.0','2','2.0','4.0','2.0'
152,'2','1','Green','2','2','1','1','2','2','1','2','1','6.0','6.0','4.0','5.0','8.0','1.0','2.0','9.0','2','1','4','2','3.0','3.0','3.0','3.0','2','1.0','3.0','2.0'
126,'4','16','Other','2','1','2','1','2','1','2','1','1','3.0','4.0','3.0','3.0','6.0','4.0','6.0','8.0','4','4','4','1','1.0','4.0','1.0','1.0','2','1.0','4.0','1.0'
693,'4','1','-98','3','1','1','1','2','1','1','1','1','4.0','5.0','1.0','1.0','3.0','1.0','1.0','5.0','1','4','4','1','1.0','4.0','2.0','2.0','2','2.0','3.0','1.0'
1931,'2','34','Green','2','1','3','2','1','1','1','2','1','6.0','5.0','6.0','1.0','6.0','3.0','2.0','7.0','4','4','2','1','3.0','3.0','2.0','3.0','2','1.0','3.0','1.0'
365,'4','19','Centre-right','3','2','2','5','2','2','2','2','1','3.0','1.0','1.0','2.0','1.0','1.0','4.0','2.0','4','4','4','2','3.0','1.0','3.0','3.0','2','1.0','3.0','1.0'
1917,'4','-98','Centre-right','4','4','2','2','1','1','1','1','1','7.0','7.0','7.0','5.0','8.0','6.0','6.0','9.0','1','2','2','2','3.0','2.0','3.0','2.0','2','2.0','4.0','1.0'
68,'4','36','Independent','5','2','1','2','2','2','1','2','1','7.0','5.0','5.0','7.0','5.0','4.0','1.0','8.0','1','4','5','4','2.0','3.0','3.0','3.0','2','2.0','4.0','1.0'
1618,'4','16','Centre-right','3','2','4','4','2','1','4','3','2','6.0','4.0','6.0','3.0','4.0','6.0','3.0','8.0','4','4','4','1','3.0','2.0','3.0','1.0','2','1.0','4.0','3.0'
134,'2','11','Centre-left','5','4','3','5','2','1','2','2','1','8.0','9.0','5.0','3.0','7.0','4.0','3.0','9.0','2','4','4','2','2.0','2.0','3.0','2.0','2','1.0','2.0','1.0'
812,'2','36','Centre-right','4','4','3','3','1','1','1','2','2','7.0','5.0','4.0','1.0','4.0','1.0','1.0','7.0','4','4','4','1','2.0','2.0','2.0','3.0','2','2.0','4.0','3.0'
2406,'2','11','Centre-left','1','1','3','2','1','1','2','3','1','2.0','2.0','1.0','1.0','5.0','1.0','1.0','5.0','4','4','5','1','3.0','3.0','1.0','1.0','2','2.0','2.0','1.0'
385,'2','1','Centre-left','3','4','3','3','1','1','2','3','1','9.0','9.0','2.0','1.0','6.0','2.0','1.0','9.0','1','4','4','1','3.0','1.0','2.0','3.0','2','1.0','4.0','3.0'
1610,'2','1','Centre-left','1','1','5','1','1','2','1','1','1','4.0','5.0','1.0','1.0','5.0','1.0','1.0','7.0','4','5','2','1','2.0','2.0','1.0','2.0','3','1.0','1.0','3.0'
1940,'5','19','Centre-left','3','3','2','2','2','3','2','4','1','5.0','5.0','4.0','2.0','5.0','2.0','7.0','7.0','4','4','4','5','2.0','3.0','3.0','3.0','3','2.0','4.0','1.0'
1286,'5','13','Right-wing','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','1','1.0','4.0','1.0','1.0','3','1.0','4.0','2.0'
2284,'2','1','Centre-left','4','2','4','4','2','2','4','2','2','1.0','1.0','1.0','1.0','3.0','1.0','1.0','1.0','4','4','4','4','2.0','1.0','2.0','1.0','3','2.0','4.0','3.0'
1142,'2','17','No-party','4','2','3','3','3','2','3','3','2','9.0','9.0','1.0','1.0','8.0','8.0','9.0','10.0','2','4','5','5','2.0','1.0','2.0','3.0','3','1.0','4.0','2.0'
771,'4','-98','-98','3','4','4','4','2','2','2','2','2','5.0','4.0','4.0','4.0','4.0','6.0','6.0','6.0','2','4','4','2','3.0','2.0','4.0','3.0','3','2.0','3.0','3.0'
1627,'4','20','Green','4','2','2','2','1','2','1','3','1','2.0','3.0','1.0','1.0','5.0','1.0','1.0','3.0','2','2','4','2','3.0','3.0','3.0','2.0','3','2.0','3.0','1.0'
17,'2','20','Centre-right','2','2','3','2','2','2','2','3','2','6.0','7.0','7.0','2.0','8.0','6.0','5.0','7.0','5','5','5','5','2.0','2.0','3.0','2.0','3','1.0','3.0','1.0'
1987,'4','19','-98','2','2','2','2','2','1','2','2','1','1.0','2.0','1.0','2.0','3.0','2.0','1.0','3.0','1','1','2','1','3.0','2.0','2.0','3.0','3','2.0','3.0','2.0'
858,'4','13','Centre-right','4','4','4','3','3','3','3','2','2','8.0','3.0','5.0','1.0','2.0','6.0','1.0','9.0','2','2','2','4','2.0','3.0','3.0','3.0','3','1.0','4.0','1.0'
838,'2','11','Green','2','3','4','3','3','1','4','2','1','8.0','8.0','6.0','1.0','4.0','4.0','3.0','9.0','2','4','5','4','2.0','3.0','2.0','3.0','3','2.0','4.0','3.0'
1334,'4','32','Swing','4','2','2','3','2','2','2','3','1','3.0','3.0','3.0','2.0','5.0','2.0','3.0','6.0','4','4','4','2','2.0','3.0','4.0','2.0','3','1.0','4.0','2.0'
414,'2','1','Centre-left','3','2','3','3','2','2','2','2','3','7.0','8.0','6.0','5.0','5.0','3.0','5.0','7.0','4','4','4','2','3.0','3.0','3.0','1.0','3','1.0','1.0','1.0'
480,'2','1','Other','4','3','3','5','1','2','2','2','2','5.0','5.0','5.0','5.0','5.0','5.0','5.0','5.0','2','2','2','2','3.0','2.0','2.0','3.0','3','1.0','2.0','3.0'
2369,'2','16','Centre-left','3','2','3','3','2','2','1','2','2','5.0','8.0','9.0','1.0','8.0','7.0','9.0','10.0','4','4','4','2','2.0','2.0','3.0','3.0','3','1.0','2.0','3.0'
1395,'2','16','Centre-left','4','4','3','2','3','2','4','3','3','6.0','6.0','6.0','5.0','5.0','3.0','3.0','7.0','2','4','2','2','2.0','2.0','3.0','1.0','3','2.0','2.0','2.0'
1396,'1','36','Right-wing','3','1','4','3','3','2','1','1','3','6.0','6.0','2.0','1.0','1.0','1.0','1.0','9.0','4','3','5','1','3.0','4.0','2.0','3.0','3','2.0','4.0','1.0'
622,'1','11','Green','3','3','5','4','1','3','1','3','1','8.0','8.0','6.0','6.0','9.0','7.0','7.0','9.0','2','4','4','2','2.0','2.0','3.0','2.0','3','2.0','3.0','1.0'
412,'4','-98','Centre-right','5','3','3','5','1','1','1','2','1','5.0','5.0','2.0','1.0','5.0','5.0','3.0','5.0','5','5','5','2','2.0','2.0','3.0','3.0','3','2.0','3.0','1.0'
1586,'2','20','Centre-right','2','3','4','4','2','1','4','3','4','5.0','4.0','3.0','3.0','7.0','5.0','6.0','6.0','4','4','2','4','2.0','2.0','3.0','2.0','3','2.0','2.0','3.0'
603,'2','13','-98','-98','-98','3','3','2','2','-98','2','2','8.0','7.0','9.0','5.0','5.0','8.0','5.0','5.0','2','2','3','4','2.0','2.0','3.0','3.0','3','2.0','4.0','3.0'
1562,'4','6','Right-wing','2','2','3','4','2','2','2','2','2','6.0','6.0','1.0','1.0','7.0','7.0','8.0','10.0','2','4','2','1','-98.0','4.0','3.0','2.0','3','1.0','4.0','1.0'
